row_id,vehicle_count,avg_vehicle_speed_kmph,road_occupancy_pct,pedestrian_count,incident_distance_m
EVT9_00943,20.4,56.0,42.0,2.9,449.0
EVT9_00822,33.0,12.9,48.0,4.3,279.5
EVT9_00007,3.4,24.2,13.6,1.0,108.1
EVT9_00230,4.5,27.9,9.4,2.6,64.6
EVT9_01757,24.1,28.2,56.3,5.1,163.1
EVT9_00141,14.7,26.7,54.1,16.7,169.2
EVT9_00304,5.7,18.1,70.4,8.8,40.8
EVT9_00478,19.1,30.9,16.4,3.4,45.3
EVT9_01825,31.4,24.6,37.2,13.5,464.5
EVT9_00011,34.4,32.7,,12.0,36.5
EVT9_01943,1.1,27.6,8.1,3.0,440.0
EVT9_00201,4.3,49.8,14.5,1.0,221.6
EVT9_00469,7.9,42.2,0.0,0.9,155.3
EVT9_01082,22.4,17.6,23.3,16.7,392.9
EVT9_01242,23.7,34.6,28.5,13.0,37.2
EVT9_00445,21.4,42.6,39.5,7.2,59.0
EVT9_00086,3.5,56.4,6.3,2.0,407.1
EVT9_01026,0.0,40.6,1050.9,4.0,423.5
EVT9_00917,11.2,15.7,21.3,2.1,56.4
EVT9_00895,36.0,8.8,65.9,7.9,71.1
EVT9_00372,30.0,4.8,76.3,7.2,75.1
EVT9_01104,10.2,59.9,7.4,1.0,123.4
EVT9_00355,17.6,35.1,0.0,3.5,42.1
EVT9_01649,1.9,54.3,38.2,0.9,198.7
EVT9_00479,18.7,37.0,31.1,7.2,166.8
EVT9_00794,42.5,16.0,85.8,5.2,35.1
EVT9_01200,48.2,14.5,29.1,2.1,194.7
EVT9_00349,36.0,34.0,32.3,3.2,58.4
EVT9_00767,32.3,20.6,70.4,6.2,115.2
EVT9_01417,64.2,6.9,37.1,5.5,119.5
EVT9_01009,0.0,28.9,28.9,18.8,
EVT9_00937,28.2,19.8,48.0,6.6,8.6
EVT9_00820,7.7,25.5,60.9,20.3,301.4
EVT9_00185,30.6,16.4,48.1,15.4,
EVT9_00274,20.2,19.5,26.8,3.7,74.1
EVT9_00902,32.1,10.1,30.2,2.0,61.0
EVT9_00048,38.9,14.2,42.5,7.8,57.3
EVT9_00666,15.7,42.4,44.6,2.3,262.0
EVT9_00213,46.0,20.8,,6.1,356.0
EVT9_01433,18.6,28.6,13.2,12.5,116.8
EVT9_01006,64.3,,66.7,6.1,164.3
EVT9_01930,4.1,32.9,14.2,0.0,63.0
EVT9_01481,26.6,36.5,44.2,22.5,58.6
EVT9_01827,8.7,44.3,11.1,1.1,229.4
EVT9_00775,12.3,16.5,68.4,8.0,27.2
EVT9_00327,13.3,46.9,43.1,8.1,117.9
EVT9_00381,16.0,41.6,15.2,3.1,67.0
EVT9_00291,28.1,30.5,31.9,6.3,20.5
EVT9_01726,1.1,51.6,30.5,0.9,89.6
EVT9_D0020,38.7,26.4,69.9,2.8,288.3
EVT9_00778,5.3,21.6,5.7,0.0,312.4
EVT9_01257,5.3,37.2,10.5,0.0,70.5
EVT9_01814,15.1,39.2,25.5,0.9,61.8
EVT9_01820,14.3,48.3,24.7,5.7,49.3
EVT9_01110,3.2,2.5,47.5,12.8,51.7
EVT9_01950,31.9,20.8,62.0,19.6,457.3
EVT9_00060,27.2,32.9,45.8,10.9,47.6
EVT9_00030,37.2,23.2,73.2,10.3,137.5
EVT9_01019,15.4,25.3,74.8,4.5,57.3
EVT9_01934,10.6,17.2,32.4,4.5,11.8
EVT9_00621,0.9,44.9,4.1,2.1,476.8
EVT9_00785,2.1,13.3,32.0,44.8,303.4
EVT9_01269,7.6,,16.8,0.0,139.7
EVT9_01657,50.1,27.9,69.6,9.0,203.0
EVT9_00931,9.0,25.9,30.8,28.6,132.2
EVT9_00235,24.0,9.7,40.8,5.4,5.8
EVT9_01083,13.6,33.1,33.9,22.2,46.1
EVT9_01863,21.5,39.8,30.4,17.6,31.5
EVT9_00262,17.5,,35.4,3.7,94.8
EVT9_00957,10.5,63.0,19.3,3.5,124.0
EVT9_00795,1.9,55.8,12.6,1.1,149.0
EVT9_00413,15.3,5.3,,8.7,208.2
EVT9_01175,21.4,7.5,42.7,5.6,19.5
EVT9_00259,20.8,29.0,62.0,25.1,346.5
EVT9_00131,9.4,41.7,2.6,0.9,238.1
EVT9_01298,48.9,17.7,42.8,9.1,46.3
EVT9_01121,17.5,17.2,58.9,5.6,93.8
EVT9_01705,12.7,43.8,12.5,8.6,68.1
EVT9_00197,34.7,56.7,38.7,4.9,431.4
EVT9_01787,39.5,0.0,31.3,5.2,50.2
EVT9_01501,3.3,24.7,10.5,1.0,201.0
EVT9_01711,34.7,20.3,57.3,7.1,9.4
EVT9_00986,41.6,40.3,74.8,19.4,254.1
EVT9_00507,18.5,17.5,32.7,36.3,217.2
EVT9_00130,3.7,54.7,8.4,4.3,363.3
EVT9_01486,0.0,44.1,18.2,2.2,326.0
EVT9_00497,17.5,16.8,60.9,2.7,57.4
EVT9_00326,28.8,26.3,3.2,17.3,332.2
EVT9_01744,13.6,32.3,62.4,1.9,184.9
EVT9_01848,29.1,0.0,74.3,4.5,104.2
EVT9_00182,16.6,42.3,30.7,3.3,89.2
EVT9_00537,15.6,15.9,94.1,2.1,20.1
EVT9_01842,33.7,2.4,89.2,8.2,57.8
EVT9_00112,27.6,34.2,86.0,2.9,56.3
EVT9_01107,54.4,16.1,71.3,10.6,84.3
EVT9_00969,21.8,42.1,14.0,5.2,85.9
EVT9_01353,5.0,63.2,14.6,0.0,301.2
EVT9_01633,32.9,35.4,28.1,14.9,65.0
EVT9_00554,6.7,61.5,51.4,3.3,490.5
EVT9_00119,32.0,19.6,53.0,12.6,7.1
EVT9_01579,34.2,21.8,83.0,5.1,42.1
EVT9_00894,28.7,0.0,32.1,6.7,2.4
EVT9_00996,4.0,5.2,12.3,3.0,125.4
EVT9_00518,27.3,39.3,57.3,18.0,99.4
EVT9_01758,34.6,37.2,39.9,6.7,463.2
EVT9_00039,18.1,30.9,58.3,5.5,336.5
EVT9_01670,13.4,40.1,20.6,3.1,45.1
EVT9_01923,6.0,,11.8,2.1,53.8
EVT9_00177,10.4,64.8,36.7,10.0,52.0
EVT9_01881,28.9,13.5,41.6,12.3,4.9
EVT9_01047,22.4,12.5,59.2,29.3,76.8
EVT9_00531,24.0,11.4,43.0,12.3,108.6
EVT9_01891,18.8,54.4,63.3,3.0,121.8
EVT9_01165,3.0,66.9,2.9,4.3,55.2
EVT9_01791,44.7,10.8,67.8,8.6,38.4
EVT9_01909,34.1,23.0,65.7,3.1,162.7
EVT9_01409,63.1,30.0,66.1,6.3,424.8
EVT9_01122,47.5,0.0,39.0,5.4,195.5
EVT9_00436,12.0,21.7,28.7,16.0,93.8
EVT9_01188,3.2,75.4,25.0,2.6,129.3
EVT9_00514,3.8,38.9,25.1,1.0,160.3
EVT9_01374,33.3,61.0,26.8,3.6,221.2
EVT9_00690,20.8,31.5,19.3,5.7,2.2
EVT9_00092,4.0,27.1,39.3,0.0,42.2
EVT9_01463,14.9,45.6,45.2,1.0,178.3
EVT9_01472,0.0,34.2,54.1,11.2,189.6
EVT9_01998,5.7,8.7,55.1,3.1,2.8
EVT9_00525,17.2,46.4,38.1,4.2,180.1
EVT9_00847,30.2,13.2,56.7,20.9,327.6
EVT9_00974,3.1,11.5,69.3,0.9,390.7
EVT9_00660,25.3,66.6,37.3,3.5,341.1
EVT9_01099,22.2,22.8,54.5,7.7,43.5
EVT9_00088,38.1,34.3,23.7,0.0,131.0
EVT9_01144,36.7,22.7,37.1,18.3,354.7
EVT9_01970,19.8,19.9,42.6,12.1,11.9
EVT9_01078,37.0,9.7,62.4,3.0,483.5
EVT9_01391,19.0,6.6,43.1,30.9,72.4
EVT9_00933,32.8,18.5,9.6,5.3,10.3
EVT9_00882,27.1,40.2,24.2,17.9,401.9
EVT9_00219,19.6,29.9,57.2,6.2,4.5
EVT9_01525,29.5,32.1,24.3,2.9,251.1
EVT9_00521,9.7,32.2,42.9,33.9,64.7
EVT9_01055,39.5,11.5,73.1,10.4,372.2
EVT9_01478,12.2,42.8,12.8,1.0,442.0
EVT9_00912,12.1,21.8,51.1,6.2,211.8
EVT9_00097,24.1,39.4,28.1,4.2,118.2
EVT9_01546,21.9,55.2,17.6,1.9,143.4
EVT9_01446,5.1,32.3,5.7,1.9,63.5
EVT9_01803,17.2,57.7,31.5,5.5,40.1
EVT9_00639,13.8,56.1,16.9,0.9,102.6
EVT9_00642,39.5,26.0,54.2,8.8,38.4
EVT9_01348,4.5,56.4,17.1,1.0,267.3
EVT9_01337,16.8,48.9,48.3,4.3,131.8
EVT9_00663,0.0,17.0,48.6,2.1,4.3
EVT9_01278,10.5,36.5,48.1,5.5,
EVT9_01895,4.8,58.3,8.8,1.0,81.0
EVT9_00561,23.5,33.9,46.3,16.7,113.1
EVT9_01617,5.6,57.2,5.1,0.0,100.2
EVT9_01597,60.3,,82.3,1.1,317.7
EVT9_01532,3.3,45.4,15.1,1.0,453.6
EVT9_01648,20.9,7.5,40.8,0.9,6.6
EVT9_00584,4.4,28.4,16.7,1.9,57.0
EVT9_01340,10.8,72.4,,1.1,279.2
EVT9_01162,48.1,16.4,65.4,5.7,85.2
EVT9_00246,7.2,47.4,13.1,1.1,116.5
EVT9_01057,6.0,63.5,10.4,1.1,118.0
EVT9_00620,16.7,14.8,65.7,3.8,
EVT9_00717,18.9,26.2,43.2,8.7,213.1
EVT9_00505,10.2,15.2,0.2,2.1,495.3
EVT9_00188,18.0,36.3,21.9,7.5,199.5
EVT9_01093,30.4,28.6,51.0,46.6,66.3
EVT9_00577,37.0,3.4,70.1,15.7,206.4
EVT9_00927,10.5,41.2,16.9,10.0,77.0
EVT9_00450,23.8,13.9,43.9,8.7,11.1
EVT9_01371,9.6,38.5,39.1,4.8,191.4
EVT9_00759,22.1,16.7,26.5,5.9,35.1
EVT9_00596,33.2,16.7,92.5,4.8,456.4
EVT9_00383,20.4,1.1,37.8,28.8,94.1
EVT9_00510,26.1,38.8,49.0,9.1,72.2
EVT9_01999,28.7,33.8,31.7,8.7,63.5
EVT9_01168,26.2,20.3,74.9,3.8,194.5
EVT9_01599,31.6,23.6,6.3,17.1,296.7
EVT9_01719,10.5,46.7,32.8,1.1,218.0
EVT9_00412,28.8,27.6,25.4,12.1,377.7
EVT9_00966,19.5,7.5,84.1,1.9,67.4
EVT9_01040,23.1,15.3,48.0,18.1,157.3
EVT9_01507,30.8,12.8,67.3,14.9,85.7
EVT9_01797,17.4,17.2,53.1,7.2,98.4
EVT9_00122,33.5,11.5,57.8,15.7,7.5
EVT9_01995,19.7,26.5,30.5,30.9,441.8
EVT9_00732,1.1,18.0,97.5,4.1,17.8
EVT9_00655,30.0,29.8,66.0,2.0,26.1
EVT9_00467,21.5,4.1,,14.2,102.5
EVT9_00257,32.9,10.5,72.2,8.6,22.1
EVT9_00457,18.2,15.3,71.7,8.7,3.5
EVT9_00319,9.6,32.1,27.8,6.4,69.7
EVT9_01640,12.1,13.8,30.4,2.3,21.0
EVT9_01111,20.6,6.2,54.3,14.6,48.7
EVT9_00179,32.4,20.9,61.3,7.9,138.7
EVT9_01625,44.3,27.1,83.8,9.5,168.3
EVT9_01783,18.1,32.1,41.2,4.3,72.6
EVT9_00402,13.6,55.1,64.1,4.3,66.0
EVT9_01608,50.6,28.9,,19.2,234.1
EVT9_01431,16.3,27.6,40.2,9.0,112.6
EVT9_01731,46.2,13.8,74.6,6.5,104.3
EVT9_00980,55.3,22.8,82.7,5.4,289.9
EVT9_00118,28.4,29.4,22.7,12.6,42.7
EVT9_00498,54.7,21.9,59.5,6.3,153.7
EVT9_00371,49.0,11.4,61.3,9.9,112.0
EVT9_01941,22.1,0.0,55.8,5.6,437.6
EVT9_01197,6.6,29.7,4.9,4.6,253.4
EVT9_00889,30.9,1.2,54.6,15.7,14.4
EVT9_00892,42.0,19.4,42.9,2.1,115.5
EVT9_01602,20.8,14.2,17.4,4.4,2.5
EVT9_00021,0.0,,11.3,1260.1,88.2
EVT9_01774,33.6,56.1,29.4,3.5,270.0
EVT9_00629,9.0,59.9,6.6,1.9,91.0
EVT9_01876,3.2,11.8,70.9,5.7,39.8
EVT9_00555,14.3,27.9,25.2,10.3,180.2
EVT9_01251,28.1,39.4,25.5,9.6,431.0
EVT9_00137,22.8,33.4,36.6,4.3,14.0
EVT9_00685,37.9,22.0,66.0,10.1,3.2
EVT9_01412,19.6,0.0,40.0,17.2,57.6
EVT9_01326,12.1,9.0,43.8,5.1,104.1
EVT9_01959,14.5,19.8,45.4,3.4,198.6
EVT9_00862,15.0,41.4,29.3,3.4,84.0
EVT9_00508,24.4,6.0,58.8,2.0,11.2
EVT9_01436,11.7,46.9,12.7,11.8,139.7
EVT9_00605,3.8,23.7,34.2,9.1,182.3
EVT9_00920,0.9,31.3,18.6,2.1,48.9
EVT9_01822,12.0,53.4,31.6,5.2,41.9
EVT9_00769,19.7,39.1,27.2,6.9,60.4
EVT9_00265,78.8,21.0,45.2,1.8,278.0
EVT9_00105,29.2,2.9,84.3,3.0,41.4
EVT9_00244,9.0,40.8,12.1,1.0,196.6
EVT9_00634,4.0,54.7,23.7,1.0,110.6
EVT9_00044,27.2,-108.8,24.7,5.7,253.5
EVT9_01655,20.9,35.6,30.6,5.4,46.5
EVT9_01664,6.4,45.7,34.8,3.0,187.5
EVT9_00352,13.1,41.5,29.8,4.4,50.0
EVT9_01833,7.8,40.7,15.3,1.0,298.6
EVT9_00945,21.9,51.5,32.2,6.7,40.1
EVT9_00287,7.7,24.4,14.7,2.3,221.5
EVT9_01853,0.0,44.5,30.5,2.2,111.9
EVT9_00218,19.4,12.7,63.5,5.5,124.8
EVT9_00002,33.6,12.7,35.3,7.8,4.2
EVT9_01604,0.0,1.2,41.1,26.8,86.0
EVT9_01647,26.3,16.2,68.6,7.7,330.8
EVT9_01905,36.5,0.0,63.2,8.0,168.6
EVT9_00022,2.1,52.8,14.0,1.1,199.5
EVT9_00398,6.9,56.2,14.0,2.1,324.1
EVT9_01130,31.0,25.1,64.2,11.1,191.3
EVT9_01413,43.9,17.0,92.5,2.6,33.9
EVT9_00831,19.2,41.4,57.8,23.1,149.9
EVT9_00734,43.5,7.9,60.0,5.9,90.7
EVT9_00650,14.1,62.3,20.0,1.0,224.5
EVT9_00590,0.0,59.1,35.9,3.1,45.9
EVT9_01750,4.6,44.6,42.6,0.0,321.3
EVT9_01260,19.7,,29.2,11.2,162.9
EVT9_01652,3.5,42.1,42.4,1.0,195.3
EVT9_00411,9.5,53.2,22.0,1.8,142.1
EVT9_00020,6.1,44.4,17.8,1.0,58.6
EVT9_01045,31.4,29.5,45.1,1.1,35.8
EVT9_00384,29.2,28.1,27.5,30.7,56.2
EVT9_01674,54.5,12.7,71.4,8.0,179.9
EVT9_01295,51.4,10.0,52.6,2.8,399.6
EVT9_01901,29.1,6.9,29.5,8.0,12.8
EVT9_00546,2.8,36.1,11.8,1.9,112.9
EVT9_01403,9.8,13.6,46.5,9.8,411.3
EVT9_00078,18.6,48.8,,7.7,46.0
EVT9_00139,32.4,16.5,66.3,3.2,33.6
EVT9_00366,50.7,16.9,54.8,6.7,36.9
EVT9_00129,18.9,23.9,46.9,10.0,30.5
EVT9_01248,27.3,14.3,43.4,22.2,97.8
EVT9_00615,24.2,22.2,58.5,7.8,203.7
EVT9_01164,14.8,38.2,23.1,1.1,81.5
EVT9_01555,30.2,26.2,84.5,7.6,58.2
EVT9_00169,9.0,50.1,10.4,0.9,172.8
EVT9_01743,13.5,42.4,26.2,1.0,146.2
EVT9_00949,23.1,13.0,68.5,24.9,409.3
EVT9_01872,26.4,0.0,60.1,3.5,34.4
EVT9_01252,10.6,,6.4,1.9,330.9
EVT9_00194,3.1,93.0,3.5,0.0,218.9
EVT9_00786,28.0,2.7,43.6,28.1,290.4
EVT9_00880,5.7,36.5,13.7,0.0,306.5
EVT9_00275,11.8,42.7,14.4,4.9,191.3
EVT9_00160,11.2,46.0,66.2,25.1,38.1
EVT9_00960,39.3,14.9,3.0,6.7,110.6
EVT9_00423,12.7,34.1,14.7,6.5,62.3
EVT9_00376,33.3,20.6,47.9,9.0,13.7
EVT9_00270,40.2,5.0,65.8,6.9,37.1
EVT9_01494,18.3,34.8,38.5,16.8,255.4
EVT9_00586,1.7,48.2,25.5,0.9,114.9
EVT9_00487,10.6,43.4,28.7,5.6,124.3
EVT9_00671,20.7,26.8,56.1,10.8,144.1
EVT9_01116,6.9,50.0,6.3,0.9,102.5
EVT9_01321,33.2,15.3,65.1,7.9,109.0
EVT9_01952,30.8,9.9,36.4,2.2,5.9
EVT9_01088,39.7,15.3,51.3,6.5,135.8
EVT9_00142,37.8,15.0,41.3,5.1,115.0
EVT9_01596,18.0,41.3,36.0,2.1,73.4
EVT9_01284,27.8,38.5,61.3,34.0,116.2
EVT9_01273,8.1,62.4,12.7,6.7,374.6
EVT9_00302,3.9,65.5,15.9,1.0,222.2
EVT9_00434,59.1,16.8,83.9,6.5,79.3
EVT9_00045,40.4,17.4,49.5,3.1,180.7
EVT9_01036,9.4,16.5,11.2,36.6,43.7
EVT9_01518,16.4,8.9,42.0,7.1,8.7
EVT9_01612,7.7,12.6,55.7,3.6,27.0
EVT9_01802,20.8,47.7,29.8,2.0,32.6
EVT9_01234,11.0,52.3,36.1,4.7,210.1
EVT9_00070,38.7,21.8,52.4,4.3,180.2
EVT9_00484,4.2,31.9,4.3,1.1,325.0
EVT9_00387,10.8,32.7,26.3,5.2,42.4
EVT9_00293,7.0,25.0,22.7,3.1,61.6
EVT9_01944,1.0,10.3,50.6,15.2,74.3
EVT9_00819,5.1,43.6,0.0,2.3,44.7
EVT9_00575,20.5,880.4,30.1,3.0,97.2
EVT9_01526,37.4,16.9,63.3,3.5,463.1
EVT9_01883,3.1,37.3,45.2,7.1,65.7
EVT9_D0025,23.2,12.5,35.2,1.1,4.1
EVT9_00405,14.6,34.6,42.2,2.3,44.3
EVT9_00211,20.7,42.5,0.0,2.0,316.7
EVT9_01064,24.3,28.8,28.5,28.4,51.1
EVT9_00033,23.8,33.2,44.3,4.5,71.3
EVT9_00255,28.0,42.7,26.5,2.7,104.3
EVT9_01332,20.5,33.7,24.6,14.5,393.2
EVT9_01607,15.7,21.9,42.2,5.8,2.1
EVT9_01196,23.6,13.5,76.7,5.2,142.2
EVT9_00841,30.5,33.3,93.2,5.7,163.2
EVT9_00699,20.2,18.1,33.2,10.2,103.3
EVT9_00415,0.0,32.6,16.8,14.8,10048.3
EVT9_00210,36.9,19.7,64.2,11.3,256.8
EVT9_01524,25.3,24.0,38.4,27.0,43.2
EVT9_00716,22.7,33.8,27.6,6.6,160.5
EVT9_00065,22.7,26.7,45.6,12.1,12.8
EVT9_01282,14.3,47.5,35.6,11.1,191.9
EVT9_01266,2.6,55.6,14.8,1.7,310.1
EVT9_01473,39.4,25.6,85.5,21.5,231.1
EVT9_01368,9.3,31.2,28.9,8.6,60.3
EVT9_01392,15.9,75.2,32.8,3.1,191.4
EVT9_01067,4.2,32.8,19.5,0.0,365.6
EVT9_01879,31.2,24.0,64.5,6.3,200.4
EVT9_01835,47.9,6.9,59.1,9.1,473.0
EVT9_01087,18.2,45.7,44.7,5.3,92.4
EVT9_01619,34.9,38.8,71.9,5.6,41.0
EVT9_01780,29.9,10.2,44.2,6.0,52.1
EVT9_00448,26.2,17.8,84.3,14.2,361.8
EVT9_00926,25.8,33.7,29.5,5.0,243.1
EVT9_00502,31.7,6.8,80.5,3.6,31.7
EVT9_01030,43.6,37.4,64.3,6.2,51.2
EVT9_01097,20.4,36.4,53.3,16.9,36.7
EVT9_00863,18.3,48.0,26.0,4.1,217.2
EVT9_00789,11.9,43.4,40.2,7.7,404.1
EVT9_00694,34.3,9.5,62.3,2.7,40.2
EVT9_01335,23.7,31.0,54.7,9.0,4.9
EVT9_00729,3.3,68.0,4.9,1.1,60.0
EVT9_00983,9.8,12.2,74.3,21.2,139.9
EVT9_00693,19.4,7.3,28.9,7.8,2.0
EVT9_D0028,25.8,64.9,40.7,6.4,40.5
EVT9_01142,43.2,13.5,49.4,9.3,
EVT9_00788,40.3,16.1,73.5,2.8,209.8
EVT9_01921,36.1,18.0,69.6,6.8,103.1
EVT9_01065,31.8,,80.8,1.8,66.0
EVT9_00147,6.6,52.0,33.8,27.4,83.6
EVT9_00183,10.1,19.3,43.4,13.3,96.6
EVT9_D0003,17.4,21.9,58.6,4.8,60.1
EVT9_01764,3.4,32.7,16.2,1.7,178.5
EVT9_00762,34.8,,69.0,3.7,270.7
EVT9_00579,9.7,22.1,46.4,3.3,36.6
EVT9_00159,3.8,21.9,39.3,6.4,472.1
EVT9_00223,17.0,52.1,0.0,4.4,48.8
EVT9_01024,12.5,16.4,68.9,3.0,116.0
EVT9_00267,43.9,10.2,55.2,6.8,96.6
EVT9_01274,33.3,26.1,51.5,0.9,170.9
EVT9_01707,29.5,21.2,60.5,6.6,36.0
EVT9_00116,17.8,16.4,44.2,5.4,31.6
EVT9_00541,23.7,22.3,82.5,6.7,310.7
EVT9_01908,15.8,42.0,33.9,4.4,146.7
EVT9_00888,8.6,32.7,16.9,1.1,59.1
EVT9_00153,16.3,21.9,37.6,25.1,39.0
EVT9_00898,3.3,39.8,21.8,2.2,174.1
EVT9_01779,17.5,19.5,38.1,33.1,192.9
EVT9_00216,1605.3,53.8,,3.3,159.5
EVT9_00989,8.7,19.0,62.0,4.0,16.4
EVT9_01800,17.3,44.6,29.5,1.8,323.9
EVT9_00369,2.0,25.7,31.8,15.5,203.3
EVT9_01126,20.1,14.2,91.8,26.7,6.0
EVT9_00809,2.9,60.4,9.1,3.4,386.0
EVT9_01967,8.9,65.2,37.2,0.9,51.8
EVT9_00102,17.9,19.5,41.6,1.8,7.0
EVT9_01279,7.5,43.3,33.8,3.7,37.5
EVT9_00356,18.6,22.0,68.9,20.7,151.1
EVT9_01439,42.3,0.0,28.1,4.5,10.6
EVT9_01114,35.0,17.8,,13.9,95.2
EVT9_00329,33.9,13.7,34.5,3.4,14.4
EVT9_00853,0.0,61.4,13.9,0.9,216.7
EVT9_01698,16.4,50.9,22.1,1.1,422.2
EVT9_01430,46.7,6.5,39.0,5.8,116.7
EVT9_00913,12.2,14.7,34.0,6.6,
EVT9_01549,5.3,44.3,28.0,2.0,338.7
EVT9_00670,22.9,59.7,43.6,2.2,51.1
EVT9_01035,22.1,66.6,36.1,4.5,212.1
EVT9_01984,16.3,51.9,4.3,1.7,44.7
EVT9_00900,16.4,50.9,18.0,4.4,282.5
EVT9_01947,46.5,23.9,59.8,10.2,158.9
EVT9_01718,17.2,35.4,19.3,4.2,43.9
EVT9_00272,9.7,45.8,45.1,36.8,167.1
EVT9_01884,43.3,12.4,75.6,4.0,60.1
EVT9_01152,3.5,37.5,13.2,1.0,165.6
EVT9_00641,19.5,5.6,53.4,9.1,7.7
EVT9_01235,15.3,56.5,18.3,2.2,112.3
EVT9_00712,2.9,67.8,5.4,0.0,84.2
EVT9_01875,6.7,49.0,8.0,0.0,128.1
EVT9_00288,18.6,7.9,56.8,9.0,45.3
EVT9_01741,5.0,22.7,27.2,28.9,129.7
EVT9_00939,25.6,13.6,51.2,13.2,49.5
EVT9_01459,26.7,38.7,34.1,3.0,44.2
EVT9_00468,58.1,32.0,41.0,6.3,72.1
EVT9_01706,15.9,18.7,44.6,4.9,3.2
EVT9_00463,33.6,46.9,33.0,11.4,37.4
EVT9_00529,12.5,35.2,24.9,2.0,94.8
EVT9_D0004,15.0,53.4,28.8,5.1,54.1
EVT9_00877,23.6,29.8,50.6,4.3,57.8
EVT9_00084,9.1,40.1,,14.0,40.7
EVT9_01980,35.6,38.6,29.2,1.1,169.8
EVT9_01316,5.6,35.0,14.2,-55.7,78.0
EVT9_00013,36.6,36.8,74.7,24.2,54.4
EVT9_01485,16.5,78.6,4.8,2.2,49.0
EVT9_00953,51.3,21.0,75.9,2.3,75.0
EVT9_01870,19.6,45.7,38.8,10.1,57.2
EVT9_01927,41.1,13.8,64.9,0.0,171.7
EVT9_01180,21.6,45.2,33.2,1.8,80.9
EVT9_01634,2.2,48.0,17.8,3.1,150.8
EVT9_01264,25.2,8.3,39.2,7.2,8.5
EVT9_00225,3.4,,29.9,1.0,72.8
EVT9_01890,11.3,20.7,26.7,18.0,419.3
EVT9_00035,33.5,7.2,,8.1,64.0
EVT9_00928,26.2,55.6,22.6,1.9,87.5
EVT9_00222,3.0,21.9,42.3,2.9,2.9
EVT9_00176,27.0,38.0,,4.1,143.8
EVT9_01534,23.3,10.5,48.0,26.4,81.3
EVT9_00245,15.8,4.6,66.8,2.6,124.5
EVT9_00613,31.1,45.4,52.4,32.3,67.1
EVT9_01915,0.0,45.6,24.9,7.9,131.3
EVT9_00692,15.7,50.3,65.6,9.6,133.8
EVT9_00736,34.5,30.1,61.8,5.6,51.8
EVT9_01836,12.1,44.5,42.3,20.5,166.1
EVT9_01106,36.3,16.0,56.1,4.8,7.9
EVT9_01069,15.6,78.0,9.5,2.0,290.3
EVT9_01545,49.3,29.5,69.3,4.5,164.9
EVT9_00709,13.5,2.7,22.3,10.2,2.9
EVT9_00764,5.6,38.6,2.3,1.1,88.7
EVT9_00391,17.2,26.9,33.0,0.9,40.5
EVT9_01866,16.8,31.5,52.6,6.3,59.5
EVT9_01225,22.9,54.2,40.9,5.8,41.7
EVT9_01600,15.4,55.7,28.6,5.0,129.0
EVT9_01453,20.1,42.4,27.5,2.6,50.9
EVT9_01859,18.3,17.1,32.3,14.5,47.3
