row_id,label
EVT_00546,Low_Activity
EVT_01403,Pedestrian_Event
EVT_00078,Free_Flow
EVT_00139,Heavy_Traffic
EVT_00366,Heavy_Traffic
EVT_00129,Pedestrian_Event
EVT_01248,Pedestrian_Event
EVT_00615,Heavy_Traffic
EVT_01164,Free_Flow
EVT_01555,Heavy_Traffic
EVT_00169,Low_Activity
EVT_01743,Free_Flow
EVT_00949,Pedestrian_Event
EVT_01872,Incident
EVT_01252,Low_Activity
EVT_00194,Low_Activity
EVT_00786,Pedestrian_Event
EVT_00880,Heavy_Traffic
EVT_00275,Free_Flow
EVT_00160,Pedestrian_Event
EVT_00960,Incident
EVT_00423,Free_Flow
EVT_00376,Incident
EVT_00270,Heavy_Traffic
EVT_01494,Pedestrian_Event
EVT_00586,Low_Activity
EVT_00487,Free_Flow
EVT_00671,Pedestrian_Event
EVT_01116,Low_Activity
EVT_01321,Heavy_Traffic
EVT_01952,Incident
EVT_01088,Heavy_Traffic
EVT_00142,Free_Flow
EVT_01596,Free_Flow
EVT_01284,Pedestrian_Event
EVT_01273,Free_Flow
EVT_00302,Low_Activity
EVT_00434,Heavy_Traffic
EVT_00045,Heavy_Traffic
EVT_01036,Pedestrian_Event
EVT_01518,Free_Flow
EVT_01612,Incident
EVT_01802,Incident
EVT_01234,Free_Flow
EVT_00070,Heavy_Traffic
EVT_00484,Low_Activity
EVT_00387,Free_Flow
EVT_00293,Heavy_Traffic
EVT_01944,Pedestrian_Event
EVT_00819,Low_Activity
EVT_00575,Free_Flow
EVT_01526,Heavy_Traffic
EVT_01883,Pedestrian_Event
EVT_D0025,Incident
EVT_00405,Free_Flow
EVT_00211,Low_Activity
EVT_01064,Pedestrian_Event
EVT_00033,Pedestrian_Event
EVT_00255,Free_Flow
EVT_01332,Pedestrian_Event
EVT_01607,Incident
EVT_01196,Heavy_Traffic
EVT_00841,Heavy_Traffic
EVT_00699,Heavy_Traffic
EVT_00415,Free_Flow
EVT_00210,Free_Flow
EVT_01524,Heavy_Traffic
EVT_00716,Free_Flow
EVT_00065,Incident
EVT_01282,Free_Flow
EVT_01266,Low_Activity
EVT_01473,Pedestrian_Event
EVT_01368,Free_Flow
EVT_01392,Heavy_Traffic
EVT_01067,Free_Flow
EVT_01879,Heavy_Traffic
EVT_01835,Heavy_Traffic
EVT_01087,Free_Flow
EVT_01619,Heavy_Traffic
EVT_01780,Incident
EVT_00448,Heavy_Traffic
EVT_00926,Free_Flow
EVT_00502,Incident
EVT_01030,Heavy_Traffic
EVT_01097,Pedestrian_Event
EVT_00863,Free_Flow
EVT_00789,Free_Flow
EVT_00694,Heavy_Traffic
EVT_01335,Incident
EVT_00729,Low_Activity
EVT_00983,Incident
EVT_00693,Incident
EVT_D0028,Free_Flow
EVT_01142,Heavy_Traffic
EVT_00788,Heavy_Traffic
EVT_01921,Heavy_Traffic
EVT_01065,Incident
EVT_00147,Pedestrian_Event
EVT_00183,Pedestrian_Event
EVT_D0003,Pedestrian_Event
EVT_01764,Low_Activity
EVT_00762,Heavy_Traffic
EVT_00579,Low_Activity
EVT_00159,Free_Flow
EVT_00223,Free_Flow
EVT_01024,Incident
EVT_00267,Heavy_Traffic
EVT_01274,Pedestrian_Event
EVT_01707,Heavy_Traffic
EVT_00116,Incident
EVT_00541,Heavy_Traffic
EVT_01908,Free_Flow
EVT_00888,Low_Activity
EVT_00153,Free_Flow
EVT_00898,Low_Activity
EVT_01779,Pedestrian_Event
EVT_00216,Free_Flow
EVT_00989,Incident
EVT_01800,Free_Flow
EVT_00369,Pedestrian_Event
EVT_01126,Incident
EVT_00809,Free_Flow
EVT_01967,Free_Flow
EVT_00102,Incident
EVT_01279,Free_Flow
EVT_00356,Heavy_Traffic
EVT_01439,Incident
EVT_01114,Pedestrian_Event
EVT_00329,Incident
EVT_00853,Low_Activity
EVT_01698,Low_Activity
EVT_01430,Heavy_Traffic
EVT_00913,Incident
EVT_01549,Free_Flow
EVT_00670,Free_Flow
EVT_01035,Free_Flow
EVT_01984,Free_Flow
EVT_00900,Free_Flow
EVT_01947,Heavy_Traffic
EVT_01718,Free_Flow
EVT_00272,Pedestrian_Event
EVT_01884,Heavy_Traffic
EVT_01152,Low_Activity
EVT_00641,Incident
EVT_01235,Free_Flow
EVT_00712,Low_Activity
EVT_01875,Low_Activity
EVT_00288,Heavy_Traffic
EVT_01741,Heavy_Traffic
EVT_00939,Pedestrian_Event
EVT_01459,Free_Flow
EVT_00468,Heavy_Traffic
EVT_01706,Incident
EVT_00463,Free_Flow
EVT_00529,Low_Activity
EVT_D0004,Low_Activity
EVT_00877,Low_Activity
EVT_00084,Free_Flow
EVT_01980,Free_Flow
EVT_01316,Low_Activity
EVT_00013,Pedestrian_Event
EVT_01485,Free_Flow
EVT_00953,Heavy_Traffic
EVT_01870,Pedestrian_Event
EVT_01927,Pedestrian_Event
EVT_01180,Free_Flow
EVT_01634,Low_Activity
EVT_01264,Incident
EVT_00225,Low_Activity
EVT_01890,Pedestrian_Event
EVT_00035,Heavy_Traffic
EVT_00928,Free_Flow
EVT_00222,Heavy_Traffic
EVT_00176,Free_Flow
EVT_01534,Pedestrian_Event
EVT_00245,Heavy_Traffic
EVT_00613,Pedestrian_Event
EVT_01915,Free_Flow
EVT_00692,Pedestrian_Event
EVT_00736,Heavy_Traffic
EVT_01836,Pedestrian_Event
EVT_01106,Incident
EVT_01069,Low_Activity
EVT_01545,Heavy_Traffic
EVT_00709,Incident
EVT_00764,Low_Activity
EVT_00391,Free_Flow
EVT_01866,Free_Flow
EVT_01225,Free_Flow
EVT_01600,Free_Flow
EVT_01453,Free_Flow
EVT_01859,Pedestrian_Event
EVT_00200,Free_Flow
EVT_00156,Incident
EVT_01396,Low_Activity
EVT_01254,Pedestrian_Event
EVT_00481,Low_Activity
EVT_01205,Heavy_Traffic
EVT_01536,Free_Flow
EVT_00399,Heavy_Traffic
EVT_01182,Free_Flow
EVT_00903,Free_Flow
EVT_00813,Low_Activity
EVT_01643,Incident
EVT_00229,Free_Flow
EVT_00431,Heavy_Traffic
EVT_01435,Free_Flow
EVT_00207,Heavy_Traffic
EVT_01627,Heavy_Traffic
EVT_01687,Free_Flow
EVT_01169,Low_Activity
EVT_01497,Heavy_Traffic
EVT_00228,Low_Activity
EVT_01471,Free_Flow
EVT_D0009,Heavy_Traffic
EVT_00397,Low_Activity
EVT_01975,Heavy_Traffic
EVT_01728,Incident
EVT_01509,Free_Flow
EVT_00191,Low_Activity
EVT_01214,Pedestrian_Event
EVT_01050,Incident
EVT_01990,Heavy_Traffic
EVT_01771,Free_Flow
EVT_01554,Pedestrian_Event
EVT_01017,Incident
EVT_01900,Free_Flow
EVT_01243,Heavy_Traffic
EVT_00676,Free_Flow
EVT_01508,Pedestrian_Event
EVT_01913,Pedestrian_Event
EVT_00691,Pedestrian_Event
EVT_01679,Heavy_Traffic
EVT_00626,Free_Flow
EVT_01496,Free_Flow
EVT_01591,Low_Activity
EVT_01654,Free_Flow
EVT_01904,Heavy_Traffic
EVT_00073,Heavy_Traffic
EVT_00401,Free_Flow
EVT_01331,Low_Activity
EVT_01788,Pedestrian_Event
EVT_01369,Low_Activity
EVT_01491,Low_Activity
EVT_01224,Pedestrian_Event
EVT_00523,Low_Activity
EVT_00168,Low_Activity
EVT_00439,Incident
EVT_01685,Incident
EVT_01236,Incident
EVT_01385,Low_Activity
EVT_00096,Low_Activity
EVT_01156,Free_Flow
EVT_01583,Incident
EVT_01772,Pedestrian_Event
EVT_01193,Heavy_Traffic
EVT_01969,Free_Flow
EVT_01294,Low_Activity
EVT_01535,Free_Flow
EVT_00530,Low_Activity
EVT_01477,Free_Flow
EVT_01924,Heavy_Traffic
EVT_00121,Heavy_Traffic
EVT_00380,Free_Flow
EVT_01885,Heavy_Traffic
EVT_01012,Pedestrian_Event
EVT_01756,Pedestrian_Event
EVT_01720,Incident
EVT_01342,Free_Flow
EVT_00990,Low_Activity
EVT_00835,Free_Flow
EVT_00271,Incident
EVT_00896,Pedestrian_Event
EVT_01982,Free_Flow
EVT_01976,Pedestrian_Event
EVT_00672,Pedestrian_Event
EVT_01586,Pedestrian_Event
EVT_00066,Incident
EVT_00392,Heavy_Traffic
EVT_00453,Free_Flow
EVT_01964,Low_Activity
EVT_01038,Low_Activity
EVT_00941,Free_Flow
EVT_00738,Free_Flow
EVT_00971,Pedestrian_Event
EVT_D0011,Low_Activity
EVT_01170,Low_Activity
EVT_01760,Free_Flow
EVT_00470,Heavy_Traffic
EVT_01855,Free_Flow
EVT_00982,Low_Activity
EVT_00501,Low_Activity
EVT_00360,Incident
EVT_01037,Incident
EVT_00290,Incident
EVT_01475,Incident
EVT_00632,Free_Flow
EVT_01410,Free_Flow
EVT_01304,Low_Activity
EVT_01049,Pedestrian_Event
EVT_00028,Heavy_Traffic
EVT_00719,Low_Activity
EVT_00777,Low_Activity
EVT_01773,Incident
EVT_00559,Heavy_Traffic
EVT_00750,Pedestrian_Event
EVT_00864,Pedestrian_Event
EVT_00317,Pedestrian_Event
EVT_D0001,Low_Activity
EVT_01466,Heavy_Traffic
EVT_01113,Free_Flow
EVT_00594,Low_Activity
EVT_01077,Pedestrian_Event
EVT_00981,Pedestrian_Event
EVT_01548,Low_Activity
EVT_01487,Pedestrian_Event
EVT_01974,Heavy_Traffic
EVT_00702,Free_Flow
EVT_00250,Free_Flow
EVT_00908,Pedestrian_Event
EVT_01717,Free_Flow
EVT_00812,Low_Activity
EVT_00354,Low_Activity
EVT_01823,Incident
EVT_00243,Heavy_Traffic
EVT_01542,Free_Flow
EVT_00753,Heavy_Traffic
EVT_00749,Heavy_Traffic
EVT_01926,Heavy_Traffic
EVT_01222,Heavy_Traffic
EVT_01557,Pedestrian_Event
EVT_01570,Free_Flow
EVT_01730,Free_Flow
EVT_00614,Heavy_Traffic
EVT_01297,Free_Flow
EVT_D0014,Heavy_Traffic
EVT_01922,Free_Flow
EVT_01128,Free_Flow
EVT_00881,Pedestrian_Event
EVT_01341,Heavy_Traffic
EVT_01378,Pedestrian_Event
EVT_01794,Pedestrian_Event
EVT_01402,Heavy_Traffic
EVT_01801,Low_Activity
EVT_00817,Incident
EVT_01954,Heavy_Traffic
EVT_01215,Free_Flow
EVT_00925,Low_Activity
EVT_00811,Pedestrian_Event
EVT_00109,Heavy_Traffic
EVT_01861,Heavy_Traffic
EVT_01207,Pedestrian_Event
EVT_01125,Low_Activity
EVT_01158,Low_Activity
EVT_01928,Pedestrian_Event
EVT_01786,Free_Flow
EVT_01781,Free_Flow
EVT_00008,Pedestrian_Event
EVT_00359,Free_Flow
EVT_00342,Incident
EVT_01313,Low_Activity
EVT_01504,Heavy_Traffic
EVT_01302,Heavy_Traffic
EVT_01095,Low_Activity
EVT_00747,Low_Activity
EVT_00899,Free_Flow
EVT_00285,Incident
EVT_01483,Pedestrian_Event
EVT_01666,Pedestrian_Event
EVT_01344,Incident
EVT_01978,Low_Activity
EVT_01499,Low_Activity
EVT_00532,Free_Flow
EVT_00790,Incident
EVT_01306,Free_Flow
EVT_00345,Free_Flow
EVT_00618,Pedestrian_Event
EVT_00807,Pedestrian_Event
EVT_01042,Low_Activity
EVT_00619,Pedestrian_Event
EVT_00859,Free_Flow
EVT_01663,Pedestrian_Event
EVT_01838,Heavy_Traffic
EVT_00215,Low_Activity
EVT_00005,Incident
EVT_01089,Incident
EVT_01790,Free_Flow
EVT_01533,Pedestrian_Event
EVT_00526,Free_Flow
EVT_00821,Free_Flow
EVT_00668,Pedestrian_Event
EVT_01140,Heavy_Traffic
EVT_00548,Pedestrian_Event
EVT_01949,Low_Activity
EVT_01043,Free_Flow
EVT_01611,Free_Flow
EVT_01721,Heavy_Traffic
EVT_00447,Pedestrian_Event
EVT_01423,Pedestrian_Event
EVT_01061,Low_Activity
EVT_01576,Low_Activity
EVT_01722,Heavy_Traffic
EVT_01075,Low_Activity
EVT_00829,Heavy_Traffic
EVT_00640,Pedestrian_Event
EVT_01311,Free_Flow
EVT_00924,Heavy_Traffic
EVT_01305,Free_Flow
EVT_01041,Heavy_Traffic
EVT_01484,Pedestrian_Event
EVT_01812,Free_Flow
EVT_01151,Pedestrian_Event
EVT_00571,Heavy_Traffic
EVT_00865,Pedestrian_Event
EVT_01183,Free_Flow
EVT_00499,Pedestrian_Event
EVT_00414,Low_Activity
EVT_01141,Low_Activity
EVT_00735,Low_Activity
EVT_01840,Heavy_Traffic
EVT_01281,Free_Flow
EVT_00386,Heavy_Traffic
EVT_01846,Free_Flow
EVT_00911,Pedestrian_Event
EVT_01073,Low_Activity
EVT_01132,Incident
EVT_01637,Incident
EVT_01060,Free_Flow
EVT_00041,Incident
EVT_00940,Free_Flow
EVT_01578,Low_Activity
EVT_00993,Incident
EVT_01973,Incident
EVT_00350,Heavy_Traffic
EVT_00280,Free_Flow
EVT_00772,Heavy_Traffic
EVT_00677,Free_Flow
EVT_01187,Heavy_Traffic
EVT_00171,Heavy_Traffic
EVT_01154,Low_Activity
EVT_00956,Heavy_Traffic
EVT_00328,Low_Activity
EVT_00316,Free_Flow
EVT_01379,Heavy_Traffic
EVT_01307,Low_Activity
EVT_01893,Free_Flow
EVT_01361,Heavy_Traffic
EVT_00461,Pedestrian_Event
EVT_01782,Heavy_Traffic
EVT_01531,Heavy_Traffic
EVT_00323,Heavy_Traffic
EVT_D0012,Free_Flow
EVT_00014,Pedestrian_Event
EVT_00703,Incident
EVT_00826,Heavy_Traffic
EVT_01429,Pedestrian_Event
EVT_00976,Heavy_Traffic
EVT_00294,Free_Flow
EVT_01886,Pedestrian_Event
EVT_00787,Free_Flow
EVT_00816,Pedestrian_Event
EVT_01605,Pedestrian_Event
EVT_00922,Free_Flow
EVT_00012,Incident
EVT_01202,Free_Flow
EVT_01985,Free_Flow
EVT_01221,Heavy_Traffic
EVT_01709,Incident
EVT_00318,Pedestrian_Event
EVT_01626,Heavy_Traffic
EVT_00090,Pedestrian_Event
EVT_01529,Low_Activity
EVT_00581,Incident
EVT_00935,Free_Flow
EVT_01387,Free_Flow
EVT_01907,Incident
EVT_00249,Low_Activity
EVT_00519,Heavy_Traffic
EVT_01330,Free_Flow
EVT_00601,Heavy_Traffic
EVT_01465,Incident
EVT_01096,Incident
EVT_01456,Heavy_Traffic
EVT_00740,Free_Flow
EVT_01160,Low_Activity
EVT_00837,Pedestrian_Event
EVT_01268,Pedestrian_Event
EVT_01588,Free_Flow
EVT_01871,Heavy_Traffic
EVT_00430,Pedestrian_Event
EVT_00918,Heavy_Traffic
EVT_00358,Heavy_Traffic
EVT_00552,Heavy_Traffic
EVT_01810,Low_Activity
EVT_01710,Incident
EVT_01622,Pedestrian_Event
EVT_01119,Heavy_Traffic
EVT_01581,Incident
EVT_01261,Free_Flow
EVT_00312,Heavy_Traffic
EVT_00330,Free_Flow
EVT_00251,Free_Flow
EVT_00400,Heavy_Traffic
EVT_01857,Heavy_Traffic
EVT_00852,Low_Activity
EVT_01734,Heavy_Traffic
EVT_01419,Incident
EVT_00929,Free_Flow
EVT_01138,Heavy_Traffic
EVT_00006,Heavy_Traffic
EVT_00132,Incident
EVT_00992,Heavy_Traffic
EVT_00793,Incident
EVT_00673,Incident
EVT_00651,Pedestrian_Event
EVT_01701,Incident
EVT_01561,Pedestrian_Event
EVT_01574,Low_Activity
EVT_01646,Heavy_Traffic
EVT_00665,Heavy_Traffic
EVT_01672,Pedestrian_Event
EVT_00978,Incident
EVT_00489,Free_Flow
EVT_01563,Free_Flow
EVT_01318,Pedestrian_Event
EVT_01288,Free_Flow
EVT_01129,Free_Flow
EVT_00520,Heavy_Traffic
EVT_01751,Free_Flow
EVT_01303,Incident
EVT_00421,Heavy_Traffic
EVT_01736,Free_Flow
EVT_01209,Low_Activity
EVT_01748,Low_Activity
EVT_01010,Heavy_Traffic
EVT_00343,Low_Activity
EVT_00854,Pedestrian_Event
EVT_01768,Incident
EVT_00284,Heavy_Traffic
EVT_00382,Low_Activity
EVT_00485,Free_Flow
EVT_01587,Free_Flow
EVT_00236,Pedestrian_Event
EVT_00998,Free_Flow
EVT_00258,Pedestrian_Event
EVT_00309,Free_Flow
EVT_00708,Heavy_Traffic
EVT_00952,Heavy_Traffic
EVT_00687,Pedestrian_Event
EVT_01044,Pedestrian_Event
EVT_00375,Heavy_Traffic
EVT_00730,Heavy_Traffic
EVT_01766,Pedestrian_Event
EVT_00110,Pedestrian_Event
EVT_00705,Heavy_Traffic
EVT_01262,Heavy_Traffic
EVT_01550,Heavy_Traffic
EVT_01000,Heavy_Traffic
EVT_00801,Free_Flow
EVT_01676,Free_Flow
EVT_00568,Pedestrian_Event
EVT_01747,Heavy_Traffic
EVT_00951,Free_Flow
EVT_01830,Free_Flow
EVT_01553,Low_Activity
EVT_00346,Low_Activity
EVT_00331,Free_Flow
EVT_01953,Pedestrian_Event
EVT_01211,Free_Flow
EVT_01393,Incident
EVT_D0027,Low_Activity
EVT_00861,Pedestrian_Event
EVT_00017,Incident
EVT_00637,Free_Flow
EVT_00921,Free_Flow
EVT_01630,Pedestrian_Event
EVT_00562,Heavy_Traffic
EVT_01960,Heavy_Traffic
EVT_00858,Low_Activity
EVT_00488,Heavy_Traffic
EVT_00208,Pedestrian_Event
EVT_01339,Heavy_Traffic
EVT_01892,Pedestrian_Event
EVT_00379,Free_Flow
EVT_00456,Heavy_Traffic
EVT_01644,Low_Activity
EVT_01046,Pedestrian_Event
EVT_00475,Low_Activity
EVT_01979,Incident
EVT_00264,Low_Activity
EVT_00053,Pedestrian_Event
EVT_01868,Pedestrian_Event
EVT_00135,Free_Flow
EVT_00252,Incident
EVT_00108,Heavy_Traffic
EVT_01889,Pedestrian_Event
EVT_01906,Pedestrian_Event
EVT_01336,Low_Activity
EVT_00545,Heavy_Traffic
EVT_01887,Heavy_Traffic
EVT_00104,Incident
EVT_00558,Free_Flow
EVT_01328,Pedestrian_Event
EVT_01635,Incident
EVT_01474,Low_Activity
EVT_00616,Free_Flow
EVT_01584,Heavy_Traffic
EVT_01856,Free_Flow
EVT_01809,Free_Flow
EVT_01022,Pedestrian_Event
EVT_01568,Pedestrian_Event
EVT_01468,Heavy_Traffic
EVT_00679,Low_Activity
EVT_00150,Heavy_Traffic
EVT_00098,Low_Activity
EVT_00604,Incident
EVT_01673,Heavy_Traffic
EVT_00556,Heavy_Traffic
EVT_01372,Heavy_Traffic
EVT_00602,Incident
EVT_00756,Free_Flow
EVT_01538,Pedestrian_Event
EVT_00962,Heavy_Traffic
EVT_01346,Incident
EVT_00455,Pedestrian_Event
EVT_00394,Heavy_Traffic
EVT_00681,Free_Flow
EVT_01219,Incident
EVT_01085,Pedestrian_Event
EVT_01829,Incident
EVT_00173,Heavy_Traffic
EVT_01241,Heavy_Traffic
