event_id,problem,column,original_value,corrupted_value
EVT_01254,missing_value,ambient_temperature_c,21.6,
EVT_00180,missing_value,incident_distance_m,92.1,
EVT_00824,missing_value,signal_wait_time_s,107.0,
EVT_00648,missing_value,avg_vehicle_speed_kmph,22.4,
EVT_01006,missing_value,avg_vehicle_speed_kmph,23.8,
EVT_00841,missing_value,road_wetness_pct,2.6,
EVT_01216,missing_value,noise_level_db,69.9,
EVT_01512,missing_value,camera_exposure_score,52.7,
EVT_01023,missing_value,noise_level_db,62.9,
EVT_01036,missing_value,signal_wait_time_s,14.0,
EVT_01200,missing_value,visibility_m,1277.2,
EVT_00066,missing_value,road_occupancy_pct,33.5,
EVT_00341,missing_value,noise_level_db,44.8,
EVT_00214,missing_value,road_wetness_pct,1.6,
EVT_00213,missing_value,road_occupancy_pct,66.3,
EVT_01285,missing_value,road_wetness_pct,1.7,
EVT_01625,missing_value,ambient_temperature_c,26.4,
EVT_00496,missing_value,avg_vehicle_speed_kmph,30.2,
EVT_01926,missing_value,road_occupancy_pct,76.8,
EVT_01365,missing_value,noise_level_db,47.5,
EVT_01641,missing_value,incident_distance_m,41.9,
EVT_00017,missing_value,road_occupancy_pct,50.8,
EVT_01661,missing_value,noise_level_db,55.0,
EVT_01540,missing_value,noise_level_db,53.0,
EVT_01965,missing_value,avg_vehicle_speed_kmph,16.9,
EVT_00165,missing_value,ambient_temperature_c,23.5,
EVT_00084,missing_value,road_occupancy_pct,15.8,
EVT_01451,missing_value,humidity_pct,62.9,
EVT_01690,missing_value,visibility_m,1613.2,
EVT_01343,missing_value,visibility_m,1056.3,
EVT_01987,missing_value,ambient_temperature_c,29.9,
EVT_01973,missing_value,rain_intensity_mmhr,0.0,
EVT_01527,missing_value,lane_marking_visibility_pct,100.0,
EVT_00424,missing_value,road_wetness_pct,0.3,
EVT_01409,missing_value,road_wetness_pct,12.1,
EVT_01406,missing_value,visibility_m,1913.9,
EVT_00151,missing_value,avg_vehicle_speed_kmph,12.2,
EVT_00379,missing_value,humidity_pct,100.0,
EVT_01354,missing_value,road_wetness_pct,4.1,
EVT_01345,missing_value,signal_wait_time_s,0.0,
EVT_00351,missing_value,humidity_pct,52.5,
EVT_00078,missing_value,road_occupancy_pct,33.9,
EVT_00517,missing_value,noise_level_db,67.5,
EVT_00711,missing_value,road_wetness_pct,11.9,
EVT_01078,missing_value,camera_exposure_score,26.3,
EVT_00656,missing_value,road_wetness_pct,35.0,
EVT_00077,missing_value,lane_marking_visibility_pct,83.4,
EVT_01688,missing_value,road_wetness_pct,42.0,
EVT_01696,missing_value,avg_vehicle_speed_kmph,32.6,
EVT_00146,missing_value,incident_distance_m,54.1,
EVT_01114,missing_value,road_occupancy_pct,31.7,
EVT_01025,missing_value,road_occupancy_pct,56.0,
EVT_00909,missing_value,signal_wait_time_s,0.0,
EVT_00417,missing_value,rain_intensity_mmhr,0.0,
EVT_01033,missing_value,incident_distance_m,47.0,
EVT_01967,missing_value,noise_level_db,42.9,
EVT_01502,missing_value,camera_exposure_score,10.2,
EVT_00760,missing_value,rain_intensity_mmhr,0.0,
EVT_01172,missing_value,incident_distance_m,100.4,
EVT_01284,missing_value,humidity_pct,59.8,
EVT_01210,missing_value,incident_distance_m,11.8,
EVT_01635,missing_value,road_wetness_pct,10.5,
EVT_00363,missing_value,road_occupancy_pct,56.6,
EVT_00341,missing_value,visibility_m,1155.7,
EVT_00886,missing_value,avg_vehicle_speed_kmph,50.7,
EVT_01547,missing_value,noise_level_db,62.3,
EVT_00517,missing_value,incident_distance_m,147.4,
EVT_00173,missing_value,rain_intensity_mmhr,0.0,
EVT_00965,missing_value,lane_marking_visibility_pct,77.3,
EVT_01303,missing_value,incident_distance_m,2.9,
EVT_01992,missing_value,lane_marking_visibility_pct,87.0,
EVT_01070,missing_value,road_wetness_pct,12.7,
EVT_00725,missing_value,noise_level_db,62.4,
EVT_01574,missing_value,rain_intensity_mmhr,0.0,
EVT_01698,missing_value,lane_marking_visibility_pct,68.7,
EVT_01133,missing_value,rain_intensity_mmhr,0.0,
EVT_00595,missing_value,visibility_m,2379.4,
EVT_00530,missing_value,noise_level_db,59.8,
EVT_00102,missing_value,rain_intensity_mmhr,0.0,
EVT_01695,missing_value,camera_exposure_score,15.6,
EVT_00151,missing_value,road_occupancy_pct,44.5,
EVT_00470,missing_value,avg_vehicle_speed_kmph,15.2,
EVT_01136,missing_value,avg_vehicle_speed_kmph,37.2,
EVT_00492,missing_value,rain_intensity_mmhr,0.0,
EVT_01754,missing_value,humidity_pct,70.7,
EVT_01493,missing_value,lane_marking_visibility_pct,84.1,
EVT_01966,missing_value,camera_exposure_score,65.5,
EVT_01888,missing_value,lane_marking_visibility_pct,93.7,
EVT_00437,missing_value,rain_intensity_mmhr,0.0,
EVT_00950,missing_value,incident_distance_m,499.3,
EVT_00909,missing_value,road_wetness_pct,17.5,
EVT_00876,missing_value,ambient_temperature_c,22.5,
EVT_01489,missing_value,camera_exposure_score,68.1,
EVT_01608,missing_value,road_occupancy_pct,43.5,
EVT_00405,missing_value,signal_wait_time_s,26.0,
EVT_01728,missing_value,signal_wait_time_s,48.0,
EVT_00257,missing_value,camera_exposure_score,4.6,
EVT_01185,missing_value,camera_exposure_score,12.6,
EVT_00722,missing_value,camera_exposure_score,45.7,
EVT_00110,missing_value,ambient_temperature_c,21.7,
EVT_01968,missing_value,lane_marking_visibility_pct,79.1,
EVT_00923,missing_value,lane_marking_visibility_pct,91.0,
EVT_01972,missing_value,road_occupancy_pct,37.0,
EVT_00979,missing_value,camera_exposure_score,10.2,
EVT_01747,missing_value,incident_distance_m,50.3,
EVT_00483,missing_value,rain_intensity_mmhr,16.99,
EVT_00185,missing_value,incident_distance_m,406.3,
EVT_00054,missing_value,signal_wait_time_s,25.0,
EVT_00351,missing_value,incident_distance_m,4.3,
EVT_00113,missing_value,road_wetness_pct,32.0,
EVT_00691,missing_value,noise_level_db,58.8,
EVT_01362,missing_value,ambient_temperature_c,34.7,
EVT_00985,missing_value,avg_vehicle_speed_kmph,7.1,
EVT_01806,missing_value,humidity_pct,58.5,
EVT_01336,missing_value,incident_distance_m,454.0,
EVT_01134,missing_value,camera_exposure_score,23.7,
EVT_00622,missing_value,noise_level_db,48.8,
EVT_01987,missing_value,lane_marking_visibility_pct,91.9,
EVT_01510,missing_value,ambient_temperature_c,24.5,
EVT_00230,missing_value,signal_wait_time_s,24.0,
EVT_01673,missing_value,visibility_m,1062.5,
EVT_00684,missing_value,noise_level_db,48.9,
EVT_01933,missing_value,signal_wait_time_s,40.0,
EVT_01607,missing_value,signal_wait_time_s,43.0,
EVT_01309,missing_value,humidity_pct,59.5,
EVT_01760,missing_value,lane_marking_visibility_pct,71.6,
EVT_01731,missing_value,signal_wait_time_s,97.0,
EVT_00208,missing_value,avg_vehicle_speed_kmph,36.9,
EVT_01987,missing_value,camera_exposure_score,21.8,
EVT_00589,missing_value,avg_vehicle_speed_kmph,30.5,
EVT_01169,missing_value,signal_wait_time_s,16.0,
EVT_00988,missing_value,rain_intensity_mmhr,0.0,
EVT_00014,missing_value,road_wetness_pct,5.3,
EVT_00818,missing_value,noise_level_db,54.9,
EVT_00470,missing_value,camera_exposure_score,31.3,
EVT_01641,missing_value,ambient_temperature_c,28.3,
EVT_00754,missing_value,signal_wait_time_s,35.0,
EVT_01883,missing_value,humidity_pct,63.4,
EVT_01142,missing_value,noise_level_db,61.6,
EVT_01951,missing_value,signal_wait_time_s,24.0,
EVT_01744,missing_value,signal_wait_time_s,16.0,
EVT_00744,missing_value,humidity_pct,100.0,
EVT_01698,missing_value,ambient_temperature_c,25.1,
EVT_01745,missing_value,humidity_pct,88.5,
EVT_01343,missing_value,lane_marking_visibility_pct,91.1,
EVT_00752,missing_value,lane_marking_visibility_pct,51.9,
EVT_00673,missing_value,lane_marking_visibility_pct,75.6,
EVT_01387,missing_value,humidity_pct,60.3,
EVT_01981,missing_value,lane_marking_visibility_pct,85.2,
EVT_01833,missing_value,signal_wait_time_s,28.0,
EVT_00948,missing_value,road_occupancy_pct,67.2,
EVT_00763,missing_value,humidity_pct,69.7,
EVT_01181,missing_value,visibility_m,1423.2,
EVT_00620,missing_value,incident_distance_m,316.6,
EVT_00584,missing_value,camera_exposure_score,19.7,
EVT_01638,missing_value,humidity_pct,90.2,
EVT_01639,missing_value,rain_intensity_mmhr,3.86,
EVT_00300,missing_value,visibility_m,2331.8,
EVT_00298,missing_value,noise_level_db,60.8,
EVT_00479,missing_value,humidity_pct,57.1,
EVT_01621,missing_value,humidity_pct,70.4,
EVT_00611,missing_value,humidity_pct,80.2,
EVT_00368,missing_value,avg_vehicle_speed_kmph,22.7,
EVT_01360,missing_value,ambient_temperature_c,27.3,
EVT_01595,missing_value,noise_level_db,66.3,
EVT_00981,missing_value,road_wetness_pct,17.7,
EVT_01414,missing_value,lane_marking_visibility_pct,64.9,
EVT_00841,missing_value,signal_wait_time_s,69.0,
EVT_00488,missing_value,avg_vehicle_speed_kmph,18.7,
EVT_01437,missing_value,avg_vehicle_speed_kmph,39.8,
EVT_00124,missing_value,signal_wait_time_s,5.0,
EVT_01308,missing_value,noise_level_db,62.1,
EVT_01975,missing_value,lane_marking_visibility_pct,94.2,
EVT_00743,missing_value,signal_wait_time_s,34.0,
EVT_00626,missing_value,incident_distance_m,311.8,
EVT_01208,missing_value,camera_exposure_score,23.1,
EVT_00695,missing_value,ambient_temperature_c,22.5,
EVT_00247,missing_value,camera_exposure_score,48.9,
EVT_00209,missing_value,noise_level_db,59.0,
EVT_00286,missing_value,lane_marking_visibility_pct,82.1,
EVT_01710,missing_value,noise_level_db,65.9,
EVT_00838,missing_value,road_occupancy_pct,73.6,
EVT_01933,missing_value,road_wetness_pct,30.8,
EVT_00232,missing_value,signal_wait_time_s,33.0,
EVT_00121,missing_value,humidity_pct,52.6,
EVT_00848,missing_value,rain_intensity_mmhr,0.0,
EVT_00515,missing_value,signal_wait_time_s,68.0,
EVT_00168,missing_value,visibility_m,712.7,
EVT_00665,missing_value,road_wetness_pct,23.0,
EVT_00029,missing_value,rain_intensity_mmhr,0.28,
EVT_00763,missing_value,lane_marking_visibility_pct,88.1,
EVT_01781,missing_value,camera_exposure_score,13.2,
EVT_00362,missing_value,ambient_temperature_c,16.6,
EVT_00011,missing_value,road_occupancy_pct,30.3,
EVT_00055,missing_value,lane_marking_visibility_pct,93.6,
EVT_00603,missing_value,road_occupancy_pct,59.9,
EVT_00229,missing_value,avg_vehicle_speed_kmph,28.0,
EVT_00205,missing_value,avg_vehicle_speed_kmph,8.8,
EVT_01186,missing_value,rain_intensity_mmhr,0.0,
EVT_01920,missing_value,road_occupancy_pct,46.4,
EVT_00380,missing_value,visibility_m,844.8,
EVT_00684,missing_value,rain_intensity_mmhr,1.41,
EVT_01921,missing_value,camera_exposure_score,67.6,
EVT_00180,missing_value,camera_exposure_score,19.4,
EVT_01968,missing_value,camera_exposure_score,20.4,
EVT_01821,missing_value,humidity_pct,60.6,
EVT_00542,missing_value,noise_level_db,54.3,
EVT_00481,missing_value,noise_level_db,46.9,
EVT_00016,missing_value,lane_marking_visibility_pct,97.1,
EVT_00004,missing_value,rain_intensity_mmhr,0.0,
EVT_00209,missing_value,ambient_temperature_c,27.1,
EVT_01252,missing_value,avg_vehicle_speed_kmph,47.3,
EVT_01169,missing_value,road_occupancy_pct,15.9,
EVT_01340,missing_value,noise_level_db,59.0,
EVT_00105,missing_value,camera_exposure_score,68.2,
EVT_00152,missing_value,camera_exposure_score,33.7,
EVT_01407,missing_value,avg_vehicle_speed_kmph,53.5,
EVT_00691,missing_value,rain_intensity_mmhr,4.63,
EVT_01814,missing_value,camera_exposure_score,21.8,
EVT_00749,missing_value,incident_distance_m,330.7,
EVT_00413,missing_value,road_occupancy_pct,59.9,
EVT_00523,missing_value,signal_wait_time_s,24.0,
EVT_00028,missing_value,humidity_pct,55.0,
EVT_01538,missing_value,humidity_pct,59.8,
EVT_01464,missing_value,camera_exposure_score,63.2,
EVT_00249,missing_value,avg_vehicle_speed_kmph,52.0,
EVT_00843,missing_value,rain_intensity_mmhr,0.0,
EVT_01595,missing_value,rain_intensity_mmhr,2.72,
EVT_00914,missing_value,rain_intensity_mmhr,0.0,
EVT_01667,missing_value,signal_wait_time_s,6.0,
EVT_01314,missing_value,road_wetness_pct,12.9,
EVT_01441,missing_value,road_wetness_pct,66.7,
EVT_01811,missing_value,signal_wait_time_s,28.0,
EVT_00679,missing_value,rain_intensity_mmhr,0.0,
EVT_01593,missing_value,lane_marking_visibility_pct,77.8,
EVT_01105,missing_value,incident_distance_m,135.6,
EVT_01880,missing_value,signal_wait_time_s,27.0,
EVT_01700,missing_value,visibility_m,2406.6,
EVT_00248,missing_value,rain_intensity_mmhr,0.0,
EVT_00222,missing_value,humidity_pct,66.8,
EVT_00281,missing_value,road_wetness_pct,37.7,
EVT_01502,missing_value,rain_intensity_mmhr,4.54,
EVT_01751,missing_value,visibility_m,2204.4,
EVT_01452,missing_value,lane_marking_visibility_pct,83.5,
EVT_00625,missing_value,road_wetness_pct,10.6,
EVT_01446,missing_value,visibility_m,2782.7,
EVT_01261,missing_value,ambient_temperature_c,32.2,
EVT_01906,missing_value,camera_exposure_score,40.5,
EVT_00485,missing_value,humidity_pct,56.5,
EVT_01576,missing_value,road_wetness_pct,14.5,
EVT_01778,missing_value,ambient_temperature_c,21.4,
EVT_00845,missing_value,rain_intensity_mmhr,0.0,
EVT_00248,missing_value,signal_wait_time_s,35.0,
EVT_00176,missing_value,road_occupancy_pct,34.3,
EVT_01345,missing_value,rain_intensity_mmhr,0.0,
EVT_01142,missing_value,incident_distance_m,170.9,
EVT_01135,missing_value,avg_vehicle_speed_kmph,7.4,
EVT_01124,missing_value,ambient_temperature_c,28.3,
EVT_01601,missing_value,road_wetness_pct,2.0,
EVT_00913,missing_value,incident_distance_m,5.6,
EVT_01283,missing_value,signal_wait_time_s,82.0,
EVT_01297,missing_value,ambient_temperature_c,26.3,
EVT_01472,missing_value,noise_level_db,44.5,
EVT_01932,missing_value,ambient_temperature_c,24.1,
EVT_01912,missing_value,visibility_m,890.8,
EVT_01304,missing_value,noise_level_db,57.9,
EVT_00722,missing_value,incident_distance_m,6.7,
EVT_00818,missing_value,avg_vehicle_speed_kmph,27.1,
EVT_00762,missing_value,avg_vehicle_speed_kmph,21.9,
EVT_01765,missing_value,incident_distance_m,62.3,
EVT_01200,missing_value,noise_level_db,51.8,
EVT_00739,missing_value,humidity_pct,55.6,
EVT_00813,missing_value,humidity_pct,48.5,
EVT_00956,missing_value,signal_wait_time_s,46.0,
EVT_00545,missing_value,signal_wait_time_s,54.0,
EVT_00476,missing_value,road_wetness_pct,19.6,
EVT_00718,missing_value,lane_marking_visibility_pct,91.5,
EVT_00770,missing_value,ambient_temperature_c,29.7,
EVT_00684,missing_value,road_wetness_pct,42.2,
EVT_00734,missing_value,ambient_temperature_c,25.3,
EVT_00408,missing_value,incident_distance_m,451.2,
EVT_01009,missing_value,incident_distance_m,223.1,
EVT_00184,missing_value,camera_exposure_score,23.6,
EVT_00535,missing_value,noise_level_db,55.4,
EVT_00651,missing_value,camera_exposure_score,7.9,
EVT_01946,missing_value,incident_distance_m,8.6,
EVT_01774,missing_value,humidity_pct,68.1,
EVT_01932,missing_value,incident_distance_m,186.5,
